"OID_";"UIDENTSTLAE";"ULAND";"UREGBEZ";"UKREIS";"UGEMEINDE";"UJAHR";"UMONAT";"USTUNDE";"UWOCHENTAG";"UKATEGORIE";"UART";"UTYP1";"ULICHTVERH";"IstStrassenzustand";"IstRad";"IstPKW";"IstFuss";"IstKrad";"IstGkfz";"IstSonstige";"LINREFX";"LINREFY";"XGCSWGS84";"YGCSWGS84";"PLST"
212613;8,23E+018;8;2;12;0;2023;11;11;3;2;6;4;0;0;1;0;1;0;0;0;456242.7035;5428463.0203;8.40166153300004;49.0075093730001;1
214268;8,23E+018;8;2;12;0;2023;11;14;3;3;1;5;0;0;1;1;0;0;0;0;461650.8799;5427744.9371;8.47567743200006;49.0014098190001;1
212840;8,23E+018;8;2;12;0;2023;11;15;3;3;3;2;0;1;1;1;0;0;0;0;455193.6202;5430966.15;8.38704076100004;49.0299499280001;1
214497;8,23E+018;8;2;12;0;2023;11;17;3;3;5;3;2;0;1;1;0;0;0;0;458763.7745;5429345.2603;8.43604329400006;49.0156188720001;1
212612;8,23E+018;8;2;12;0;2023;11;19;3;2;1;7;2;1;1;1;0;0;0;0;453579.72;5431088.7108;8.36494968400007;49.0309329840001;1
214460;8,23E+018;8;2;12;0;2023;11;7;4;3;2;2;2;1;1;0;0;0;0;1;461091.316;5427257.4059;8.46807392400007;48.9969893460001;1
212801;8,23E+018;8;2;12;0;2023;11;8;4;3;5;7;0;0;1;1;0;0;0;0;456344.646;5427787.699;8.40312802300002;49.001441996;1
212802;8,23E+018;8;2;12;0;2023;11;10;4;3;1;5;0;1;1;1;0;0;0;0;461201.6644;5427180.5698;8.46958978300006;48.996305132;1
212803;8,23E+018;8;2;12;0;2023;11;13;4;2;5;3;0;0;1;1;0;0;0;0;461411.16;5427975.175;8.47237816400008;49.003465922;1
212804;8,23E+018;8;2;12;0;2023;11;17;4;3;5;2;2;0;1;1;0;0;0;0;455056.933;5426802.2503;8.38563201200003;48.992485367;1
214422;8,23E+018;8;2;12;0;2023;11;7;5;3;5;3;1;0;1;1;0;0;0;0;453291.8404;5429289.5847;8.36121877900007;49.0147280680001;1
214196;8,23E+018;8;2;12;0;2023;11;8;5;3;5;2;0;0;1;1;0;0;0;0;457430.8076;5428823.1145;8.41786905000004;49.0108315680001;1
212774;8,23E+018;8;2;12;0;2023;11;12;5;3;0;7;0;1;1;0;0;0;0;0;456573.9749;5423875.7602;8.40668120900006;48.9662696620001;1
214435;8,23E+018;8;2;12;0;2023;11;14;5;3;5;3;0;0;1;1;0;0;0;0;454803.6166;5428811.1593;8.38194584000007;49.0105371940001;1
212543;8,23E+018;8;2;12;0;2023;11;17;5;3;0;1;2;1;1;0;0;0;0;0;456226.415;5428066.0924;8.40148160900003;49.0039378050001;1
212545;8,23E+018;8;2;12;0;2023;11;17;5;3;5;3;2;1;1;1;0;0;0;0;457877.901;5427933.165;8.42407502900005;49.0028570200001;1
212988;8,23E+018;8;2;12;0;2023;11;17;5;3;0;7;2;0;1;0;0;0;0;0;455047.4361;5426760.1347;8.38550685700005;48.9921058410001;1
212953;8,23E+018;8;2;12;0;2023;11;7;6;3;0;1;1;0;1;0;0;0;0;0;460804.8679;5429675.437;8.46392458000003;49.018721924;1
96867;8,23E+018;8;2;12;0;2023;11;13;6;3;2;6;0;1;1;0;0;0;0;0;456383.3215;5425804.5306;8.40386966300002;48.9836058510001;1
212737;8,23E+018;8;2;12;0;2023;11;14;6;2;0;3;0;0;1;1;0;0;0;0;460322.6589;5425087.3077;8.45777784200004;48.977419883;1
212736;8,23E+018;8;2;12;0;2023;11;15;6;3;5;3;0;1;1;1;0;0;0;0;459017.1209;5425919.2705;8.43985365200007;48.9848183390001;1
97134;8,23E+018;8;2;12;0;2023;11;10;7;3;5;3;0;0;1;1;0;0;0;0;453439.084;5427097.7285;8.36348369300004;48.995023335;1
97752;8,23E+018;8;2;12;0;2023;11;10;7;3;4;6;0;0;1;0;0;0;0;0;453155.7993;5427230.2308;8.35959599100005;48.996193772;1
214349;8,23E+018;8;2;12;0;2023;11;12;7;3;5;3;0;0;1;1;0;0;0;0;455491.2301;5428225.1774;8.39141254100002;49.005316212;1
96817;8,23E+018;8;2;12;0;2023;11;15;7;3;5;3;0;1;1;1;0;0;0;0;458378.3917;5433018.5533;8.43039587700002;49.04863471;1
214348;8,23E+018;8;2;12;0;2023;11;21;7;3;0;7;2;1;1;0;0;0;0;0;456705.5668;5427887.9778;8.40805169700008;49.002369437;1
96715;8,23E+018;8;2;12;0;2023;12;4;1;3;0;7;2;2;1;0;0;0;0;0;456852.1177;5428287.618;8.41001285400006;49.005974516;1
214102;8,23E+018;8;2;12;0;2023;12;10;2;3;5;3;0;1;1;1;0;0;0;0;457681.9224;5429848.3639;8.42119593000007;49.0200710950001;1
213669;8,23E+018;8;2;12;0;2023;12;12;2;3;5;3;0;0;1;1;0;0;0;0;452339.1092;5427291.5394;8.34842463100006;48.9966827380001;1
213667;8,23E+018;8;2;12;0;2023;12;15;2;3;5;2;0;0;1;1;0;0;0;0;456834.5971;5428989.5348;8.40969866200004;49.0122871200001;1
214065;8,23E+018;8;2;12;0;2023;12;1;3;3;0;1;2;2;1;0;0;0;0;0;454215.7647;5425367.4224;8.37429564100006;48.9795171440001;1
214064;8,23E+018;8;2;12;0;2023;12;8;3;3;0;5;1;0;1;1;0;0;0;0;453681.5141;5429582.4463;8.36651419000003;49.017391747;1
213860;8,23E+018;8;2;12;0;2023;12;9;3;3;1;5;0;0;1;1;0;0;0;0;461471.1173;5427476.9881;8.47324518200003;48.9989883600001;1
214095;8,23E+018;8;2;12;0;2023;12;16;3;3;5;3;1;1;1;0;0;0;0;1;455436.018;5432629.408;8.39017373400003;49.044928579;1
213637;8,23E+018;8;2;12;0;2023;12;17;3;2;0;5;2;1;1;1;0;0;0;0;456340.5485;5425326.0013;8.40333648400002;48.9792983830001;1
213857;8,23E+018;8;2;12;0;2023;12;18;3;2;5;3;2;1;1;1;0;0;0;0;455402.983;5427206.751;8.39031780300007;48.9961489880001;1
214480;8,23E+018;8;2;12;0;2023;12;18;3;3;4;6;2;0;1;0;0;0;0;0;454354.2833;5429325.7342;8.37574377800007;49.015132753;1
215646;8,23E+018;8;2;12;0;2023;12;12;4;3;5;3;0;1;1;1;0;0;0;0;456840.2205;5428495.1468;8.40982812400006;49.0078404320001;1
99346;8,23E+018;8;2;12;0;2023;12;13;4;3;5;2;0;0;1;1;0;0;0;0;461770.623;5421755.7617;8.47787747300004;48.9475429240001;1
213816;8,23E+018;8;2;12;0;2023;12;15;4;3;2;6;0;1;1;1;0;0;0;0;456613.4243;5424983.3188;8.40710204000004;48.9762351220001;1
213812;8,23E+018;8;2;12;0;2023;12;16;4;3;6;4;1;1;1;0;1;0;0;0;454050.737;5428489.2655;8.37168739500004;49.007586136;1
213776;8,23E+018;8;2;12;0;2023;12;5;5;3;1;3;2;1;1;1;0;0;0;0;454319.9145;5429453.2931;8.37525941700005;49.0162776080001;1
99583;8,23E+018;8;2;12;0;2023;12;8;5;3;0;1;0;1;1;0;0;0;0;0;454494.712;5428274.6357;8.37778201200007;49.005688423;1
99940;8,23E+018;8;2;12;0;2023;12;11;5;3;5;2;0;0;1;1;0;0;0;0;456401.5663;5426587.7068;8.40403499900003;48.9906519260001;1
215611;8,23E+018;8;2;12;0;2023;12;13;5;3;1;5;0;0;1;1;0;0;0;0;453760.4125;5428577.1436;8.36770772600005;49.00835492;1
99260;8,23E+018;8;2;12;0;2023;12;16;5;3;5;3;2;1;1;1;0;0;0;0;456364.2702;5426310.2606;8.40355500300007;48.9881536230001;1
214001;8,23E+018;8;2;12;0;2023;12;16;5;3;5;3;2;0;1;1;0;0;0;0;454319.353;5428877.4431;8.37531655400005;49.0110977620001;1
99068;8,23E+018;8;2;12;0;2023;12;18;5;3;7;7;2;0;1;0;0;0;0;0;455994.3972;5429294.9628;8.39817618700005;49.014975124;1
214164;8,23E+018;8;2;12;0;2023;12;5;6;3;5;3;2;0;1;0;0;0;0;1;452906.4792;5429100.1419;8.35597090600004;49.0129947300001;1
213964;8,23E+018;8;2;12;0;2023;12;10;6;3;5;3;0;1;1;1;0;0;0;0;452923.3383;5428335.2348;8.35629015400002;49.0061156520001;1
215585;8,23E+018;8;2;12;0;2023;12;17;6;3;5;3;2;1;1;1;0;0;0;0;455040.1003;5429893.2701;8.38505963700004;49.0202881370001;1
96668;8,23E+018;8;2;12;0;2023;12;19;6;3;5;3;2;1;1;1;0;0;0;0;455982.7053;5429419.994;8.39800273500003;49.016098958;1
97042;8,23E+018;8;2;12;0;2023;12;22;6;3;5;3;2;1;1;0;0;0;0;1;456407.736;5424454.743;8.40434802200002;48.9714660130001;1
213713;8,23E+018;8;2;12;0;2023;12;16;7;2;0;7;0;0;1;0;0;0;0;1;451726.4915;5427413.7961;8.34003554100008;48.9977348410001;1
215454;8,23E+018;8;2;12;0;2023;12;16;7;3;6;6;0;0;1;0;1;0;0;0;454855.0526;5431775.219;8.38231927900006;49.037202843;1
